playlist,name,name_url,artist,album,year,album_art,genres,playcount
Hall of fame,Physical,https://open.spotify.com/track/5FFAqdNj7SAzVCOpPp3QZI,Olivia Newton-John,Good Luck Chuck (Original Motion Picture Soundtrack),2007,https://i.scdn.co/image/ab67616d0000b27367033f7c78747207f001d489,"['pop', 'female vocalists', '70s']",1188637
Hall of fame,Just the Two of Us (feat. Bill Withers),https://open.spotify.com/track/1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr.",Anthology,1985,https://i.scdn.co/image/ab67616d0000b273472fbc1d5743c7d3c75b9ec0,"['jazz', 'Smooth Jazz', 'saxophone']",1162440
Hall of fame,"What Is Love - 7"" Mix",https://open.spotify.com/track/0OTO8ZF2YqFQVw9hnZylTd,Haddaway,The Album,1993,https://i.scdn.co/image/ab67616d0000b273efb3fd949c71bc9b5e7b31dc,"['dance', 'eurodance', '90s']",1546482
Hall of fame,Pedro,https://open.spotify.com/track/7AEfPUY8gHoEzQja4OOO49,Raffaella Carrà,Mi spendo tutto,1980,https://i.scdn.co/image/ab67616d0000b27343cd140ef706ad2eec17d514,"['italian', 'pop', '70s']",167796
Hall of fame,Somebody to Love,https://open.spotify.com/track/4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,Surrealistic Pillow,1967,https://i.scdn.co/image/ab67616d0000b2736a74089537c2dbd548c4a95e,"['Psychedelic Rock', 'classic rock', '60s']",2279469
Hall of fame,Running Up That Hill (A Deal With God),https://open.spotify.com/track/75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Hounds Of Love,1985,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,"['female vocalists', 'singer-songwriter', 'pop']",3138014
Hall of fame,Thé à la menthe (The Lazer Dance Version) [Instrumental],https://open.spotify.com/track/126HWk9JuCt4PHZJAAsgOv,La Caution,Peines de Maures / Arc-en-ciel pour daltoniens (Instrumental Version),2005,https://i.scdn.co/image/ab67616d0000b273d3ddd4361d835095a06a70bf,"['Hip-Hop', 'rap', 'french']",139158
Hall of fame,California Dreamin' - Single Version,https://open.spotify.com/track/4s6LhHAV5SEsOV0lC2tjvJ,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,1966,https://i.scdn.co/image/ab67616d0000b27308181b9f840a06e7a071cf72,[],0
Hall of fame,Cheri Cheri Lady,https://open.spotify.com/track/2aEuA8PSqLa17Y4hKPj5rr,Modern Talking,Let's Talk About Love,1985,https://i.scdn.co/image/ab67616d0000b273aedd9728f5cc4b13ee49e061,"['80s', 'Disco', 'pop']",1229256
Hall of fame,Brother Louie,https://open.spotify.com/track/5zWZ9iNevP0397xB3jWV2z,Modern Talking,Ready For Romance,1986,https://i.scdn.co/image/ab67616d0000b273be1421122cef4940f500ac06,"['80s', 'Disco', 'pop']",1229256
Hall of fame,"You're My Heart, You're My Soul",https://open.spotify.com/track/0Zn63G0XTiqXwr1KSmARWz,Modern Talking,The First & Second Album (30th Anniversary Edition),1985,https://i.scdn.co/image/ab67616d0000b27399aab0b95eb4bb1e7e24c795,"['80s', 'Disco', 'pop']",1229256
Hall of fame,Lady - Hear Me Tonight,https://open.spotify.com/track/49X0LAl6faAusYq02PRAY6,Modjo,Modjo (Remastered),2001,https://i.scdn.co/image/ab67616d0000b27354c5c304064df85d61253ac7,"['House', 'electronic', 'dance']",1429638
Hall of fame,Blue Monday,https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq,New Order,Substance,1987,https://i.scdn.co/image/ab67616d0000b2733c182241fcd86aeca2c68a63,"['new wave', 'post-punk', 'electronic']",3026797
Hall of fame,Add It Up,https://open.spotify.com/track/61QW3AcU1jm5ttPOn8eZhn,Violent Femmes,Violent Femmes,1983,https://i.scdn.co/image/ab67616d0000b27354096a7f898de0233d76f626,"['alternative', 'alternative rock', 'indie']",1537441
Hall of fame,Last Christmas,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,Wham!,LAST CHRISTMAS,1984,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,"['pop', '80s', 'new wave']",3000836
Hall of fame,Kill the Pain,https://open.spotify.com/track/5TMj9sVkboOwxLhoeEq2k6,Accept,Blood of the Nations,2010,https://i.scdn.co/image/ab67616d0000b27339bcae6f92f8ba8941dc2fb1,"['heavy metal', 'hard rock', 'german']",704244
Hall of fame,Dream On,https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH,Aerosmith,Aerosmith,1973,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2,"['hard rock', 'classic rock', 'rock']",4539152
Hall of fame,Walk This Way,https://open.spotify.com/track/4JfuiOWlWCkjP6OKurHjSn,Aerosmith,Toys In The Attic,1975,https://i.scdn.co/image/ab67616d0000b2738cffbbb7fe8645a486a85ea9,"['hard rock', 'classic rock', 'rock']",4539152
Hall of fame,I Want to Know What Love Is - 1999 Remaster,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,Foreigner,Agent Provocateur,1984,https://i.scdn.co/image/ab67616d0000b2733e030a7e606959674643d274,"['classic rock', 'rock', 'hard rock']",2230273
Hall of fame,Enjoy the Silence,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,Depeche Mode,The Singles 86-98,1998,https://i.scdn.co/image/ab67616d0000b2730a7d45a345534966a4ad2c39,"['electronic', 'new wave', 'synthpop']",4241481
Hall of fame,Left Outside Alone,https://open.spotify.com/track/2uNq2hKb4X1S30hBgoywOF,Anastacia,Pieces of A Dream,1999,https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1,"['pop', 'female vocalists', 'soul']",1032285
Hall of fame,House Of The Rising Sun,https://open.spotify.com/track/7BY005dacJkbO6EPiOh2wb,The Animals,The Animals,1964,https://i.scdn.co/image/ab67616d0000b2733c534611bd3658006378a2d7,"['classic rock', '60s', 'rock']",2363473
Hall of fame,Everybody (Backstreet's Back) - Radio Edit,https://open.spotify.com/track/4rTeOSYqwXNz5qPR2DUTFZ,Backstreet Boys,This Is The End: Original Motion Picture Soundtrack,2013,https://i.scdn.co/image/ab67616d0000b273c999354430ff7eac3e0d9bc8,"['pop', 'boybands', '90s']",2875730
Hall of fame,Baby Blue - Remastered 2010,https://open.spotify.com/track/6S3JlDAGk3uu3NtZbPnuhS,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),1971,https://i.scdn.co/image/ab67616d0000b273e2dd29cdaa3fadbdc26d59c4,"['classic rock', 'power pop', 'rock']",800490
Hall of fame,Paying The Cost To Be The Boss,https://open.spotify.com/track/2ZBvf57sMPjEhIOLQqQx9Z,B.B. King,Deuces Wild,1997,https://i.scdn.co/image/ab67616d0000b273aa0e3e3c1336034ba671b994,"['blues', 'blues rock', 'jazz']",1281989
Hall of fame,Sierra,https://open.spotify.com/track/3lrZP3EPTFS5ISgnFKlGJ9,Boz Scaggs,Fade Into Light,2005,https://i.scdn.co/image/ab67616d0000b273ea4b0397a9267a7db7ea70ba,"['classic rock', 'soft rock', 'adult contemporary']",565429
Hall of fame,Maniac,https://open.spotify.com/track/2IxhiriDpu4iBnXZb3ytXN,Carpenter Brut,Maniac,2020,https://i.scdn.co/image/ab67616d0000b27315700214c8bc3530a6f66214,"['synthwave', 'retro electro', 'electronic']",466274
Hall of fame,Surrender,https://open.spotify.com/track/2ccUQnjjNWT0rsNnsBpsCA,Cheap Trick,Heaven Tonight,1978,https://i.scdn.co/image/ab67616d0000b27361e605b2786f724b37f0176d,"['classic rock', 'rock', 'power pop']",1348901
Hall of fame,Easy,https://open.spotify.com/track/471eUUcbGi51YG8mooiuYF,Commodores,Baby Driver (Music from the Motion Picture),2017,https://i.scdn.co/image/ab67616d0000b273eb9e0243be71d187e7c8699d,"['soul', 'funk', '70s']",1270808
Hall of fame,Animal Instinct,https://open.spotify.com/track/7skQXgyyih9ASbwRIvWy2m,The Cranberries,Bury The Hatchet (The Complete Sessions 1998-1999),1999,https://i.scdn.co/image/ab67616d0000b27326104dfaae7c23c46ed27b5a,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Promises,https://open.spotify.com/track/6YxjmWmjYVvXVjpohINRqg,The Cranberries,Bury The Hatchet (The Complete Sessions 1998-1999),1999,https://i.scdn.co/image/ab67616d0000b27326104dfaae7c23c46ed27b5a,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Dreams,https://open.spotify.com/track/0md12GKBGH8ZuLG2fTfGUz,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",1993,https://i.scdn.co/image/ab67616d0000b273e523d15ff106aec2804a24af,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Linger,https://open.spotify.com/track/0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",1993,https://i.scdn.co/image/ab67616d0000b273f6325f361d7803ad0d908451,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Zombie,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),1994,https://i.scdn.co/image/ab67616d0000b27306954ee747746805e67fcbbd,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Go Your Own Way,https://open.spotify.com/track/5eDwT4S5AszaCgi9mp6Ljx,The Cranberries,To The Faithful Departed (The Complete Sessions 1996-1997),1996,https://i.scdn.co/image/ab67616d0000b273ce6347a2216db7a429c90cff,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Analyse,https://open.spotify.com/track/5BxYK2HSrNnizFp4hclVC7,The Cranberries,Wake Up And Smell The Coffee (International Version),2001,https://i.scdn.co/image/ab67616d0000b273c997140d7435ab9f4638ea0b,"['rock', 'alternative', 'alternative rock']",4442967
Hall of fame,Fortunate Son,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),1969,https://i.scdn.co/image/ab67616d0000b2739f39192f9f8ca1c90847b3e5,"['classic rock', 'rock', 'Southern Rock']",3904608
Hall of fame,Maneater,https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY,Daryl Hall & John Oates,H2O,1982,https://i.scdn.co/image/ab67616d0000b273cfe4163cbb6d12f3ec15898e,[],0
Hall of fame,You Make My Dreams (Come True),https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,Daryl Hall & John Oates,Voices,1980,https://i.scdn.co/image/ab67616d0000b273fe1a9aa59e3c6189a09ae37a,[],0
Hall of fame,Space Oddity - 2015 Remaster,https://open.spotify.com/track/72Z17vmmeQKAg8bptWvpVG,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],1969,https://i.scdn.co/image/ab67616d0000b2733395f3e809dfbc2b1101d464,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Heroes - 2017 Remaster,https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,"""Heroes"" (2017 Remaster)",1977,https://i.scdn.co/image/ab67616d0000b273204f41d52743c6a9efd62985,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Starman - 2012 Remaster,https://open.spotify.com/track/0pQskrTITgmCMyr85tb9qq,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1972,https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Life on Mars? - 2015 Remaster,https://open.spotify.com/track/3ZE3wv8V3w2T2f7nOCjV0N,David Bowie,Hunky Dory (2015 Remaster),1971,https://i.scdn.co/image/ab67616d0000b273e464904cc3fed2b40fc55120,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Moonage Daydream - 2012 Remaster,https://open.spotify.com/track/6mib3N4E8PZHAGQ3xy7bho,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1972,https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Let's Dance - 2018 Remaster,https://open.spotify.com/track/3ix6K4wZY29bCujrSznwFZ,David Bowie,Let's Dance (2018 Remaster),1983,https://i.scdn.co/image/ab67616d0000b273db0917ddd4139153bc1d1a1a,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Blue Jean - 2018 Remaster,https://open.spotify.com/track/5vrMM7hAZPQx9955euW6Jb,David Bowie,Tonight (2018 Remaster),1984,https://i.scdn.co/image/ab67616d0000b27378eaa2e70c5e6b688a95abd3,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Lazarus,https://open.spotify.com/track/7rFN0DhIFPjAWG1EaHO2F0,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b273cf871ddf9d67bbdeb0ac6a1a,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Under Pressure,https://open.spotify.com/track/5oybkyECAyGaDxYLUCPjFh,Queen,Best of Bowie,2002,https://i.scdn.co/image/ab67616d0000b27398dc2963e511c2ff25475d03,"['classic rock', 'rock', 'hard rock']",6918008
Hall of fame,No Plan,https://open.spotify.com/track/7zthczBbgCsnumcXWfNtXq,David Bowie,No Plan - EP,2017,https://i.scdn.co/image/ab67616d0000b273eca0a484a3dfc66b892b9592,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Sue (Or In a Season of Crime),https://open.spotify.com/track/2eT2XA8FH6yKqIO5AbqMjs,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Girl Loves Me,https://open.spotify.com/track/6N9PAf91qP6aJIzT8bVoof,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Dollar Days,https://open.spotify.com/track/2AD2Xa5MkgF0xJBE1cFZwe,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,I Can't Give Everything Away,https://open.spotify.com/track/42bQZnfDGmejgB5elWY3QA,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Blackstar,https://open.spotify.com/track/0Fao855T3klV3REFRFHRF3,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,'Tis a Pity She Was a Whore,https://open.spotify.com/track/0v60rM2HLSatgUyVZDrLwm,David Bowie,Blackstar,2016,https://i.scdn.co/image/ab67616d0000b2734ff4ced89fcfe48079c11b37,"['glam rock', 'rock', 'classic rock']",5333467
Hall of fame,Misirlou,https://open.spotify.com/track/1p791U7Bx5PmvCwucN4PQN,Dick Dale & His Del-Tones,Guitar Legend: The Very Best Of Dick Dale,2010,https://i.scdn.co/image/ab67616d0000b273c62cc82f3270a84dc393819d,[],0
Hall of fame,Romeo and Juliet,https://open.spotify.com/track/57MflfPN3ObQQAQtPUp0WF,Dire Straits,Making Movies,1980,https://i.scdn.co/image/ab67616d0000b2735b5e5240a4c483b5fb9f2cb0,"['classic rock', 'rock', '80s']",3344227
Hall of fame,"Hotel California - Live On MTV, 1994",https://open.spotify.com/track/2GpBrAoCwt48fxjgjlzMd4,Eagles,Hell Freezes Over (Remaster 2018),1994,https://i.scdn.co/image/ab67616d0000b27396d28597a5ae44ab66552183,"['classic rock', 'rock', '70s']",3582576
Hall of fame,Hotel California - 2013 Remaster,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),1976,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778,"['classic rock', 'rock', '70s']",3582576
Hall of fame,I Want You (She's so Heavy),https://open.spotify.com/track/506QVgytjv6wUVCSVF4Ewe,Eddie Hazel,"Game, Dames And Guitar Thangs",1977,https://i.scdn.co/image/ab67616d0000b273371135e871ccf1c6ec1c5beb,"['funk', 'p-funk', 'Psychedelic Rock']",131610
Hall of fame,Goodbye Yellow Brick Road - Remastered 2014,https://open.spotify.com/track/4IRHwIZHzlHT1FQpRa5RdE,Elton John,Goodbye Yellow Brick Road (Remastered),1973,https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b,"['pop', 'classic rock', 'singer-songwriter']",4970853
Hall of fame,Saturday Night’s Alright (For Fighting) - Remastered 2014,https://open.spotify.com/track/12yHvSYFXI7PGzNecUvIDu,Elton John,Goodbye Yellow Brick Road (Remastered),1973,https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b,"['pop', 'classic rock', 'singer-songwriter']",4970853
Hall of fame,"Rocket Man (I Think It's Going To Be A Long, Long Time)",https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,Elton John,Honky Chateau,1972,https://i.scdn.co/image/ab67616d0000b2733009007708ab5134936a58b3,"['pop', 'classic rock', 'singer-songwriter']",4970853
Hall of fame,All By Myself,https://open.spotify.com/track/0AQqrtK1pULuwZUXhwaaDz,Eric Carmen,Eric Carmen,1975,https://i.scdn.co/image/ab67616d0000b2738b62f896e8d3ca8dad7588e7,"['pop', '80s', 'soft rock']",745980
Hall of fame,Sweet Dreams (Are Made of This) - 2005 Remaster,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS,Eurythmics,Sweet Dreams (Are Made Of This),1983,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d,"['new wave', '80s', 'pop']",2696904
Hall of fame,The Chain - 2004 Remaster,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,Rumours (Super Deluxe),1977,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,"['classic rock', 'rock', '70s']",4537735
Hall of fame,Can You Get to That,https://open.spotify.com/track/2liDEMyPVzDDLXKUnyiznA,Funkadelic,Maggot Brain,1971,https://i.scdn.co/image/ab67616d0000b2735f65081f7b44af5de6f3d6a0,"['funk', 'soul', 'psychedelic']",1005726
Hall of fame,Going Down,https://open.spotify.com/track/2wnjZXcAT3rCjjqxLeHjv7,Freddie King,Getting Ready... (World),1971,https://i.scdn.co/image/ab67616d0000b273be4c277f6b8f6bedf7135496,"['blues', 'blues rock', 'guitar']",405285
Hall of fame,Stumble,https://open.spotify.com/track/0RTjFVHvqjTdpX2NawwyXI,Freddie King,My Feeling For the Blues,1969,https://i.scdn.co/image/ab67616d0000b2737e7bdea9523d343597593771,"['blues', 'blues rock', 'guitar']",405285
Hall of fame,Bad To The Bone,https://open.spotify.com/track/6s0NHplywwr1IjnQpUpWJk,George Thorogood & The Destroyers,BAD TO THE BONE,1982,https://i.scdn.co/image/ab67616d0000b273ff4db4dae0252068fc3db08f,[],0
Hall of fame,Sweet Child O' Mine,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Appetite For Destruction,1987,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,"['hard rock', 'rock', 'classic rock']",4957131
Hall of fame,Welcome To The Jungle,https://open.spotify.com/track/5NIPsWpDjJTFBoPxCUUeXp,Guns N' Roses,Appetite For Destruction,1987,https://i.scdn.co/image/ab67616d0000b273c8e5391a619e9e8ea2162073,"['hard rock', 'rock', 'classic rock']",4957131
Hall of fame,Don't Cry (Original),https://open.spotify.com/track/2N2yrmodOnVF10mKvItC9P,Guns N' Roses,Use Your Illusion I,1991,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,"['hard rock', 'rock', 'classic rock']",4957131
Hall of fame,Knockin' On Heaven's Door,https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr,Guns N' Roses,Use Your Illusion II,1991,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,"['hard rock', 'rock', 'classic rock']",4957131
Hall of fame,Far From Any Road,https://open.spotify.com/track/3LDkLpuxQlEuEiZmkxpr8S,The Handsome Family,Singing Bones,2003,https://i.scdn.co/image/ab67616d0000b27343bf72818b91c6803029dbbe,"['Alt-country', 'folk', 'country']",508336
Hall of fame,Workin For A Livin,https://open.spotify.com/track/3gkH5q7qT0Ex08kua0KgrN,Huey Lewis & The News,Picture This,1982,https://i.scdn.co/image/ab67616d0000b273132c6c15514b51437bb92466,[],0
Hall of fame,I Want You Back,https://open.spotify.com/track/0PGwM5vdr5fMejx0IIAYXj,The Jackson 5,20th Century Masters: The Millennium Collection: Best Of The Jackson 5,1999,https://i.scdn.co/image/ab67616d0000b273ea76a3da8040ff4dd01c4a86,"['soul', 'motown', 'pop']",2340461
Hall of fame,Cause We've Ended as Lovers,https://open.spotify.com/track/4zoQ3EqopTIGmK2c2rPV5t,Jeff Beck,Blow By Blow,1975,https://i.scdn.co/image/ab67616d0000b2733ed60b59aaa75ed572d7fc30,"['classic rock', 'blues', 'rock']",867448
Hall of fame,"Walking in the Sand - Live at the Iridium, June 2010",https://open.spotify.com/track/4nqOITz6kyC3l5dU4zbK9q,Jeff Beck,Rock 'n' Roll Party - Honoring Les Paul,2011,https://i.scdn.co/image/ab67616d0000b273dd6b5009cff1ad048d9d6eb9,"['classic rock', 'blues', 'rock']",867448
Hall of fame,Time in a Bottle,https://open.spotify.com/track/561F1zqRwGPCTMRsLsXVtL,Jim Croce,You Don't Mess Around With Jim,1972,https://i.scdn.co/image/ab67616d0000b27398078d325c25a5ac4081cfba,"['folk', 'singer-songwriter', 'classic rock']",1464057
Hall of fame,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969",https://open.spotify.com/track/3lpa6fzS3rSAbRogEhWxu7,Jimi Hendrix,Live at Woodstock,1999,https://i.scdn.co/image/ab67616d0000b273b15cd666879f16cc0fbc8ccb,"['classic rock', 'rock', 'blues']",3956582
Hall of fame,Hurt,https://open.spotify.com/track/28cnXtME493VX9NOw9cIUh,Johnny Cash,American IV: The Man Comes Around,2002,https://i.scdn.co/image/ab67616d0000b2736f4f62da3d811b6501a69ffa,"['country', 'folk', 'singer-songwriter']",3993792
Hall of fame,God's Gonna Cut You Down,https://open.spotify.com/track/6RFkVsPmrM4pzlDkFswwJl,Johnny Cash,American V: A Hundred Highways,2006,https://i.scdn.co/image/ab67616d0000b273bed30c3640a8c8929d65ed3f,"['country', 'folk', 'singer-songwriter']",3993792
Hall of fame,Ring of Fire,https://open.spotify.com/track/6YffUZJ2R06kyxyK6onezL,Johnny Cash,Ring Of Fire: The Best Of Johnny Cash,1963,https://i.scdn.co/image/ab67616d0000b273dfe4bfe695c4192e547e72c7,"['country', 'folk', 'singer-songwriter']",3993792
Hall of fame,I Walk The Line - Single Version,https://open.spotify.com/track/1TKPfF2fvn6gVLVfp3iG4j,Johnny Cash,Sings the Songs that Made Him Famous,1958,https://i.scdn.co/image/ab67616d0000b273cbb4e4be8129e8bbe13c3029,"['country', 'folk', 'singer-songwriter']",3993792
Hall of fame,I Can See Clearly Now,https://open.spotify.com/track/0oCT5rVvMdPPUm0bxG7yzT,Johnny Nash,Radio Hits Of the '70s,2006,https://i.scdn.co/image/ab67616d0000b2736eb82115589a346dcfea9956,"['reggae', 'soul', 'pop']",485107
Hall of fame,Egyptian Reggae,https://open.spotify.com/track/1YaeaMx7wMr0ZqL8RYspur,Jonathan Richman,Baby Driver (Music from the Motion Picture),2017,https://i.scdn.co/image/ab67616d0000b273eb9e0243be71d187e7c8699d,"['indie', 'singer-songwriter', 'kickasstic']",377611
Hall of fame,Bellbottoms,https://open.spotify.com/track/1ImAVjs9AXcxGP0fbTsbWf,The Jon Spencer Blues Explosion,Baby Driver (Music from the Motion Picture),2017,https://i.scdn.co/image/ab67616d0000b273eb9e0243be71d187e7c8699d,"['blues rock', 'blues', 'rock']",362219
Hall of fame,Kashmere,https://open.spotify.com/track/3ywFutw3zehdg1D3RvZi4m,Kashmere Stage Band,Baby Driver (Music from the Motion Picture),2017,https://i.scdn.co/image/ab67616d0000b273eb9e0243be71d187e7c8699d,"['funk', 'soul', 'deep funk']",99143
Hall of fame,What Love Can Be,https://open.spotify.com/track/54ksR9aJry2nrGZqmJN7ji,Kingdom Come,Kingdom Come,1988,https://i.scdn.co/image/ab67616d0000b27358543b8dd7071eb9ffae63b0,"['hard rock', 'classic rock', 'heavy metal']",168448
Hall of fame,Can't Fake Affection,https://open.spotify.com/track/3LGXgyNoWNMX22o6c8mTlG,Kingdom Come,Master Seven,2011,https://i.scdn.co/image/ab67616d0000b273ca6cca9fcbfb0308788d26ae,"['hard rock', 'classic rock', 'heavy metal']",168448
Hall of fame,I Was Made For Lovin' You,https://open.spotify.com/track/07q0QVgO56EorrSGHC48y3,KISS,Dynasty,1979,https://i.scdn.co/image/ab67616d0000b2734384b6976cadaec272114022,"['hard rock', '80s', 'classic rock']",3018062
Hall of fame,Never Ending Story,https://open.spotify.com/track/1F43XlPBiwAUUIhrUGzylO,Limahl,Don't Suppose,2009,https://i.scdn.co/image/ab67616d0000b273a69b2f779d3e76c1c2ac8df8,"['80s', 'pop', 'new wave']",335262
Hall of fame,"Once Upon a December (From The ""Anastasia"" Soundtrack)",https://open.spotify.com/track/15NNe4V26FOiwagrNb4lbS,Liz Callaway,The Essential Liz Callaway,2015,https://i.scdn.co/image/ab67616d0000b2733fa2a4c9f660851def9719f6,"['musical', 'Soundtrack', 'female vocalists']",140031
Hall of fame,Free Bird,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,1973,https://i.scdn.co/image/ab67616d0000b273128450651c9f0442780d8eb8,"['Southern Rock', 'classic rock', 'rock']",3136649
Hall of fame,Nowhere to Run - Single Version,https://open.spotify.com/track/7MuGa8JT2v1kdvzR9yU3ap,Martha Reeves & The Vandellas,Baby Driver (Music from the Motion Picture),2017,https://i.scdn.co/image/ab67616d0000b273eb9e0243be71d187e7c8699d,[],0
Hall of fame,Let's Get It On,https://open.spotify.com/track/0jHkgTtTaqg5LNCiYDQPUB,Marvin Gaye,Let's Get It On (Expanded Edition),1973,https://i.scdn.co/image/ab67616d0000b2732f39ddb728205f95f89bb08a,"['soul', 'funk', 'motown']",3524884
Hall of fame,Bad - 2012 Remaster,https://open.spotify.com/track/5lWFrW5T3JtxVCLDb7etPu,Michael Jackson,Bad 25th Anniversary,2012,https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d,"['pop', '80s', 'dance']",6419329
Hall of fame,Smooth Criminal - 2012 Remaster,https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk,Michael Jackson,Bad 25th Anniversary,2012,https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d,"['pop', '80s', 'dance']",6419329
Hall of fame,Don't Stop 'Til You Get Enough,https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ,Michael Jackson,Off the Wall,1979,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac,"['pop', '80s', 'dance']",6419329
Hall of fame,Beat It,https://open.spotify.com/track/1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson,Thriller 25 Super Deluxe Edition,2008,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,"['pop', '80s', 'dance']",6419329
Hall of fame,Billie Jean,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Thriller 25 Super Deluxe Edition,2008,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,"['pop', '80s', 'dance']",6419329
